식품명	1회제공량
한입 양갱 혼네리	50
한진생 홍삼양갱	50
핫 꽃게랑	30
울퉁불퉁 핫도그	100
핫 숯불바베큐 닭다리	30
핫 초콜릿향 태피	30
핫키드과자	30
핫키즈 베이비멈멈 라이스 러스크/바나나맛	30
핫키즈 베이비멈멈 라이스 러스크/오가닉 쌀75%	30
핫키즈 베이비멈멈 라이스 러스크/오리지날	30
해바라기씨 버터 쿠키	30
해피 크리미 - 유기농 코코넛 과자(사과,시금치,콩&키위)	30
해피 턴	30
해피베이비 요기스 유기농 요거트 과자 딸기맛	30
해피베이비 요기스 유기농 요거트 과자 믹스베리맛	30
해피베이비 요기스 유기농 요거트 과자 바나나망고맛	30
해피베이비 크리미 유기농 코코넛 과자 딸기맛	30
해피베이비 크리미 유기농 코코넛 과자 망고맛	30
해피베이비 크리미 유기농 코코넛 과자 사과맛	30
해피베이비 퍼프 고구마맛	30
해피베이비 퍼프 고구마맛	30
해피베이비 퍼프 딸기맛	30
해피베이비 퍼프 딸기맛	30
해피베이비 퍼프 바나나맛	30
해피베이비 퍼프 바나나맛	30
해피베이비 퍼프 사과맛	30
해피베이비 퍼프 사과맛	30
해피베이비 퍼프 시금치,케일맛	30
해피베이비 퍼프 야채맛	30
해피컵	30
핸드 데코레이티드 하드 캔디 캐릭터스	10
불고기버거	150
불고기버거	150
CRAB버거	150
새우버거	150
리브샌드	150
빅맥햄버거	150
실속햄버거	150
햄버거	150
햄버거	150
치즈버거	150
맥치킨버거	150
치킨버거	150
치킨불고기버거	150
치킨휠레버거	150
휘시버거	150
향라완두	30
허니 너트향 치리어스	30
허니 넛 콘플레이크	30
허니 볼스	30
허니 앤 아몬드 쇼트브레드	30
허니 팝콘	20
허니윗 프렛젤	30
허니향 태피	30
허쉬 초코칩쿠키	30
허쉬 초코칩쿠키 오리지날	30
허클베리향 태피	10
허클베리향 태피 엘아이티이	10
헤로 베이비 나의 첫 번째 쿠키	30
헤이즐넛 크로칸트 쿠키	30
헤이즐넛 터키쉬딜라이트	10
헤이즐넛,피스타치오,코코넛 터키쉬딜라이트	10
헬레마 퓨레 딸기 딸기향	30
헬로키티 마쉬멜로우 딸기맛	10
헬로키티 마쉬멜로우 초콜릿맛	10
헬로키티 마쉬멜로우 파인애플맛	10
헬로키티 샌드위치 크래커 초코렛 크림	30
헬로팬더 딸기크림 비스킷	30
현미 두부스낵	30
호두과자	100
호두앤 피스타치오 비스킷	30
호랑이떡 쿠키	30
호박쿠키	30
호빵맨 구미	10
혼합과일향 캔디	10
혼합푸딩	100
홀랜다 더치버터쿠키	30
홀밀 크래커	30
홈플러스 샌드 치즈크래커	30
홍차 쿠키	30
화이트 마시멜로 어솔트먼트	10
화이트 마카다미아 베어	30
화이트 아몬드 바크	30
화이트 초코 오레오	30
화이트 초코 프레즐	30
화이트 컴파운드 SLW-3200	30
화이트 컴파운드 버튼 SLW-3200	30
화이트 코코넛 클러스터	30
화이트 프레뉴	30
화이트 피넛 버터 버켓	30
화이트 피넛 버터 핑거	30
화이트초콜릿 & 크랜베리 쿠키	30
화이트초콜릿 코나커피	30
화이트초콜릿 코나커피 1차포장	30
화이트초콜릿 코코넛	30
화이트초콜릿 코코넛 1차포장	30
화이트쵸코 아몬드롤	70
화이트캐슬 버터쿠키	30
화이트캐슬 오트 버터쿠키	30
화이트캐슬 초콜릿칩 버터쿠키	30
화이트캐슬 커런트 버터쿠키	30
화이트콘 또띨라 칩스	30
화이트하임	30
후그 디저트 타트렛 로얄	30
후그 디저트 타트렛 스퀘어	30
후그 미니 디저트 타트렛	30
후그 미니 스낵 타트렛	30
후그 미니 스낵 타트렛 어소티드	30
후그 미니 초코 디저트 타트렛	30
후그 초코 디저트 타트렛 로얄	30
후라이드 쿠키 피넛	30
후라이드계란 모양 젤리	10
후라이드치킨 닭다리	30
후레쉬베리	30
후루사토 산다이	30
후루츠맛 젤리	10
후르츠 앤 버터 쿠키	30
후르츠맛 스낵젤리	10
후르츠향 슬라이스	10
후르티쿠키	30
후버 롱스틱 베어스갈릭맛	30
후버 롱스틱 세사미맛	30
후버 롱스틱 소금맛	30
후버 미니 브레첼	30
후버 브레첼 파티	30
후버 오리지널 브레첼	30
후카미 커피맛 사탕	30
후타에 코마치 젤리	10
훈와리메이진 치즈모찌	30
훈와리메이진 콩가루모찌	30
훈와리메이진 치즈모찌	30
훈와리메이진 콩가루모찌	30
휘리팝 딸기향	30
휘리팝 라임향	30
휘리팝 레몬향	30
휘리팝 블루베리향	30
휘리팝 체리향	30
휘리팝 포도향	30
흑당 밀크 센베이	30
흑사탕	30
히메야꼬	30
히토구찌 모나카	30
히토쿠치 모나카	30
히트 미니스 밀크맛	30
히트 미니스 카푸치노향	30
히트 오색 과일향 캔디	30
힌트민트 시나몬민트맛	30
힌트민트 초코렛민트맛	30
힌트민트 페퍼민트맛	30
힐 딸기향크림 비스킷	30
힐 오띠스 비스킷	30
힐 초콜릿크림 비스킷	30
힐 크림스낵팩 비스킷	30
쫀쪼니 청포도	10
1,000원의 행복 토스트 식빵	70
100% 우리밀로 만든 미니땅콩 샌드	70
100% 우리밀로 만든 미니복숭아 샌드	70
100% 우리밀로 만든 미니옥수수 샌드	70
100% 우리밀로 만든 미니딸기 샌드	70
100% 우리밀로 만든 미니생크림 샌드	70
100% 우리밀로 만든 생크림 샌드	70
1964정통 크림빵	70
56시간 부드러운熟숙	70
56시간 저온숙성 숙	70
BGF통식빵	70
Bonjour 따베 패스츄리	70
Bonjour 스위트 패스츄리	70
Bonjour 초콜릿플라워 패스츄리	70
Bonjour 호두단팥 패스츄리	70
FRAnKY 칠리불고기팡	70
GS25통식빵	70
LuFFY불고기킹	70
Mr.쉐프의 NO.1 디럭스소시지	70
Mr.쉐프의 삼각피자빵	70
Real 에그타르트	70
Real 치즈타르트	70
Real 피칸타르트	70
Robin 모카초코	70
VIPS 고르곤졸라피자	70
Zoro 햄&콘샐러드팡	70
minAwk 고구마패스츄리	70
갈릭소시지빵	70
포테이토	30
웨지감자	30
겉은바삭 속은촉촉 비스켓	70
고구마 들어있는 속이빵빵 통밤호떡	70
고구마호빵	70
고소한 땅콩호떡	70
곡물식빵	70
곤약	80
구름빵	70
굿모닝 토스트	70
굿모닝 토스트	70
궁중떡볶이	70
그물에 갇힌 햄 패스츄리	70
글레이즈드	70
김준현이 좋아하는 옛날꿀호떡	70
김준현이 좋아하는 요요꿀호떡	70
깜파뉴	70
꼬마 단팥호빵	70
꼬마 야채호빵	70
꼬마핫도그	70
꿀에 빠진 카스테라	70
꿈이 이루어지는 단팥호빵	70
나미의 상큼한 딸기샌드	70
남자가 먹는 복분자 단팥호빵	70
네모난호빵 멕시칸 칠리타코	70
네모난호빵 베샤멜치킨	70
뉴 사이좋은 상콤 패스츄리	70
뉴 건포도머핀	70
뉴욕 소프트 치즈케익	70
뉴 잉글리쉬머핀	70
뉴 잉글리쉬머핀	70
뉴 초코링도넛	70
단팥 도라야끼	70
단팥빵 플러스	70
단팥슈크림	70
단팥을 품은 롤케익	70
단팥크림빵	70
단팥호빵	70
달콤 가득 스위트 고구마팡	70
달콤 고소한 소보루빵	70
달콤한 카라멜 마끼야또팡	70
달콤한 요요꿀호떡	70
담백미 소프트	70
담백미 찰옥수수	70
더 건강한 핫도그	70
더블 찰떡도넛	70
데니쉬 트위스트	70
도라야끼 명작 밤.통단팥	70
도라야끼 명작 사과	70
도라야끼 통단팥	70
동글동글 스위트 케익볼 	70
동글동글 스위트 케익볼 미니	70
동글동글 스위트 케익볼	70
둥글둥글 치즈볼	70
듀얼 까페라떼롤 까페라떼롤 모카	70
듀얼 까페라떼롤 까페라떼롤 우유	70
딴 떡볶이는 화끈하다	100
딸기맛 도넛	70
딸기요거트 샌드	70
딸기크림 샌드	70
땅콩에 빠진 보름달	70
땅콩크림빵	70
땅콩크림샌드	70
땅콩호떡	70
떡볶이	100
런던 다크 브라우니	70
레즌롤빵	70
렌지pop 통단팥호빵	70
렌지pop 치킨카레호빵	70
로만밀 식빵	70
로만밀 잉글리쉬 머핀	70
로보카폴리 식빵	70
로얄 데니쉬 체리필드	70
롱 비스마르크 플러스	70
루피와 친구들의 초코롤케익	70
루피해적단의 초코섬 초코팡	70
리얼 다크브라우니	70
마끼아또팡	70
마르게리타피자 피자코리아	70
마메이드 까망베르 크림치즈케익	70
마메이드 뉴욕치즈케익	70
마메이드 미니 다크 브라우니	70
마메이드 스위트 고구마케익	70
마메이드 초코치즈케익	70
마메이드 초코 티라미스케익	70
마메이드 패션무스케익	70
마블베리 소프트	70
막걸리로 발효시킨 단팥빵	70
막걸리로 발효시킨 제빵의 명가 단팥빵	70
말랑말랑 샌드위치	70
맘모스	70
맛있는 모닝토스트	70
맛있는 옛날 꿀호떡	70
맛있는 요요 꿀호떡	70
맛있는 요요 꿀호떡	70
매운떡볶이	100
매일아침.밀크&토스트	70
매콤달콤 쫄볶이	100
매콤치킨 고로케	70
메론홀릭 소프트 	70
명인명작 밀크 카스테라	70
명인명작 벌꿀 카스테라	70
명품三色만쥬	70
모카 소보루스틱	70
모카크림볼	70
몽블랑 데니쉬	70
미감 골드	70
미니 꿀호떡 	70
미니 밀크후레쉬팡	70
미니 생크림 파운드	70
미니꿀호떡	100
미니꿀호떡 호이호이	70
미니 다크브라우니	70
미니 딸기 패스츄리	70
미니 초코후레쉬팡	70
밀크 단팥 도넛	70
밀크롤 인 단팥팡	70
밀크샌드	70
밀크 카스타드팡	70
밀크 카스테라	70
바닐라 밀레	70
바로굽는 토스트식빵	70
바로 그대로 토스트	70
바로 그대로 토스트	70
바바리안 먼치킨	66
바바리안 비스마르크	70
바바리안 필드	70
밤&호박 명인월병	70
밤꿀호떡	70
밤롤팡	70
밤맛 월병	70
백설기케이크	70
백설오리지널더 THE 건강한 핫도그	70
백설핫도그	70
버터를 품은 모닝롤	70
베니건스 브레드	70
베리베리 스트로베리롤	70
베이징 꿀호떡	70
베이컨&포테이토피자 피자코리아	70
벨지움 스윗와플	70
복월병 밤맛	70
부드러운 모카번	70
부드러운 밀크식빵	70
부드러운 우리쌀 토스트	70
부드러운 점보버터롤	70
부드러운 토스트식빵	70
부드러움에 빠진 클래식롤	70
부드럽게 먹는 밀크샌드	70
부드럽게 먹는 블루베리크림샌드	70
불떡볶이	100
브라운 브레드	70
블랙필드	70
블루베리맛 베이글	70
블루베리 머핀	70
블루베리 치즈팡	70
비엔나케잌	70
빅 꽈배기도너츠	70
빙빙슈크림	70
옥수수 골드식빵	70
우유식빵	70
토스트식빵	70
쁘띠첼 치즈케익 소프트	70
새우버거	150
샌드위치 통식빵	70
생생 야채 고로케	70
생크림 더블소프트	70
생크림 파운드미니	70
샤니 참깨 햄버거	70
샤니 추억의 보름달	70
샤니팡찌니 속이 알찬 단팥피자 단팥	70
샤니팡찌니 속이 알찬 단팥피자 피자	70
샤니팡찌니 속이 알찬 고구마	70
샤니팡찌니 속이 알찬 단팥고구마 고구마	70
샤니팡찌니 속이 알찬 단팥고구마 단팥	70
샤르르 녹는 치즈번	130
샤르르 녹는 슈크림 빵	70
센스있는 딸기샌드	70
센스있는 메론샌드	70
센스있는 크림치즈샌드	70
소보루빵	70
소프트 치즈케익 미니	70
소프트 버터롤	70
소프트 시몬컵케익	70
속이 빵빵한 통단팥	70
스낵샌드 고소땅콩	70
스낵샌드 달콤딸기	70
스낵샌드 호밀생크림	70
스낵샌드 호밀옥수수	70
스위스 롤케익클래식	70
스위트 골든케익볼	70
스위트 콘 브래드	70
스트로베리 먼치킨	70
스트로베리 소프트	70
스트로베리 필드	70
시나몬 베이글	70
시몬케익	70
식이섬유 단호박호빵	70
식이섬유 토스트식빵	70
신라의달밤 호두화과자	70
신 요요꿀호떡	70
씨제이 프레시안 화권 세린식품	70
아이러브 샌드위치	70
아이리스와 터검니의 초코파운드	70
아침엔. 밀크 토스트	70
아침엔. 토스트	70
아티제 식빵	70
알밤 맞은 단팥 호빵	70
애플 턴오버	70
애플필드	70
애플홀릭 소프트	70
야채 호빵	70
어니언 베이글	70
언양식 소불고기 호빵	70
엄마의 시크릿 레시피 미니 생크림파운드	70
엄마의 시크릿 레시피 생크림파운드 미니	70
엄마의 시크릿 레시피 생크림파운드 케익	70
엄마의 시크릿 레시피 옥수수카스테라	70
업타운 훼미리브레드	70
에그타르트	70
에띠 앙금빵	70
에이스의 매콤소시지빵	70
엔네이처 우유핫도그	70
여가자 찾는 식이섬유 단호박 호빵	70
옛날 꿀호떡	70
옛날 꿀호떡 호이호이	70
옛날 땅콩호떡	70
옛날 소보루	70
오리지널 땅콩크림샌드	70
오리지널 땅콩크림샌드	70
오리지널 미니호두단팥빵	70
오리지널 속이빵빵 통단팥	70
오리지널 피넛크림빵	70
오리지널 단팥빵	70
오리지널 단팥크림빵	70
오리지널 버터롤	70
오리지널 버터롤파티	70
오리지널 보름달	70
오븐에 구운 맘스 도넛	70
오후의 애플민트	70
옥수수 식빵	70
옥수수팡	70
온가족이 함께먹는 팡찌니 단팥	70
온가족이 함께먹는 팡찌니 통단팥	70
올리브 브레드	70
완두앙금빵	70
왕만쥬	70
요리사상디의 고구마피자빵	70
요요 꿀호떡	70
요요꿀호떡 호이호이	70
우리밀 통단팥호빵	70
우리밀 통단팥 혼합야채호빵 단팥	70
우리밀 통단팥 혼합야채호빵 야채	70
우리밀 경주빵	70
우리쌀로 찜한 백설기	70
우리쌀 소프트토스트	70
우리쌀을 품은 백설기	70
우리쌀 토스트	70
우리집 꿀호떡	70
우리집 단팥야채호빵 단팥	70
우리집 단팥야채호빵 야채	70
우리집 단팥호빵	70
우리집 꿀호떡 호이호이	70
우리집 땅콩 소보루빵	70
우리집 야채호빵	70
우리집 피자호빵	70
우아한 미니치즈스틱 후레쉬팡	70
우유 카스텔라	70
우유에 빠진 트위스트팡	70
원물가득 떡파이	70
월병명가	70
유산균이 들어있는 딸기샌드	70
유산균이 들어있는 땅콩크림샌드	70
인도 치킨커리 호빵	70
일곱가지 곡물식빵	70
잡곡 모닝빵	70
적고구마파이	70
전원속으로 옥수수이야기	70
전원속으로 우유이야기	70
전원속으로 잡곡이야기	70
전원속으로 장단콩 흑미식빵	70
정통단팥빵	70
정통롤케익	70
정통보름달	70
제빵의달인 땅콩호떡 호이호이	70
제빵의달인 옛날소보루	70
젤리처럼 촉촉한 롤케익	70
준현이의 단팥야채호빵 단팥	70
준현이의 단팥야채호빵 야채	70
준현이의 단팥피자호빵 피자	70
준현이의 단팥호빵	70
준현이의 통단팥호빵	70
진한느낌 치즈후레쉬팡	70
진한느낌 후레쉬치즈팡	70
쫀득쫀득 찰토스트	70
찰떡궁합 찰떡쿵 호떡쿵	70
찰 버블빵	70
찰토스트	70
참쌀 떡볶이떡	100
참쌀 떡케익	70
천연발효종을 넣어 29시간숙성 단팥앙금팡	70
천연발효종을 넣어 48시간숙성 모카팡	70
천연발효종을 넣어 48시간숙성 치즈팡	70
초코로코코	70
초코슈	70
초코와 소보루	70
초코 츄이스티	60
초코칩 슈크림 패스츄리	70
초코케익 글레이즈드	70
초코크림샌드	70
초코홀릭 소프트	70
초콜릿 올드패션드	70
촉촉한 미니 밀크후레쉬팡	70
촉촉한 미니 후레쉬밀크팡	70
촉촉한 밀크스틱	70
촉촉한 월넛메이플팡	70
촉촉한 후레쉬팡 밀크	70
촉촉한 후레쉬팡 치즈	70
촉촉한 치즈케익 소프트	70
촉촉함에 빠진 밀크요팡	70
촉촉함에 빠진 시몬컵케익	70
촉촉함에 푹 빠진 초코머핀	70
촉촉함에 푹 빠진 치즈머핀	70
추억에 취하는 술빵 밤팥	70
추억에 취하는 술빵 옥수수	70
추억에 취하는 술빵 흑당호두	70
추억을 품은 밤맛 만쥬	70
추억의 옛날 꿀호떡	70
추억이 담긴 보름달	70
치아파타	70
치즈떡볶이	100
치즈를 품은 골든볼	70
치즈버터롤	70
치즈스팀케익	70
치즈타르트	70
치즈팡팡	70
치즈플러스팡	70
치즈홀릭 소프트	70
치킨카레호빵	70
카라멜이 향긋한 피오레팡	70
카라멜향 가득한 눈꽃팡	70
카우페스트리	70
카페.라즈베리무스케익	70
카페.레어치즈케익	70
카페.초코무스케익	70
카페.티라미스케익	70
커피츄이스티	70
커피향기 그윽한 모카롤팡	70
케익 속에 리얼딸기	70
케익 속에 블루베리	70
코코넛파운드	70
코코 스트로베리	70
콤비네이션 피자	150
쿠키크런치	70
크림빵 플러스	70
클래식 롤케익	70
클래식 요커트	100
클래식 카스테라골드	70
토니토니 쵸파의 럼블치즈볼	70
토니토니 쵸파의 촉촉한 치즈케익	70
토니토니 쵸파의 초코팡팡	70
토스트를 위해 태어난 식빵	70
토스트식빵	70
토스트앤 샌드위치 식빵	70
통단팥호빵	70
통호두호떡	100
튀기지 않은 도넛	70
파인애플팡	70
팡찌니 멕시칸 칠리타코	70
팡찌니 야채	70
팡찌니 핫치킨 야채	70
팡찌니 통단팥	70
팡찌니 피자	70
포켓샌드 딸기	70
포켓샌드 땅콩	63
포켓샌드 모카	70
포켓샌드 생크림	70
포켓샌드 호밀생크림	70
포켓샌드 호밀옥수수	70
